,usage,dataset,scale,name,HR,LR
3683,valid,BSDS100,8,143090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/143090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/143090.png
3684,valid,BSDS100,2,208001.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/208001.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/208001.png
3685,valid,BSDS100,4,208001.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/208001.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/208001.png
3686,valid,BSDS100,8,208001.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/208001.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/208001.png
3687,valid,BSDS100,2,106024.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/106024.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/106024.png
3688,valid,BSDS100,4,106024.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/106024.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/106024.png
3689,valid,BSDS100,8,106024.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/106024.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/106024.png
3690,valid,BSDS100,2,157055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/157055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/157055.png
3691,valid,BSDS100,4,157055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/157055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/157055.png
3692,valid,BSDS100,8,157055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/157055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/157055.png
3693,valid,BSDS100,2,182053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/182053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/182053.png
3694,valid,BSDS100,4,182053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/182053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/182053.png
3695,valid,BSDS100,8,182053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/182053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/182053.png
3696,valid,BSDS100,2,227092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/227092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/227092.png
3697,valid,BSDS100,4,227092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/227092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/227092.png
3698,valid,BSDS100,8,227092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/227092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/227092.png
3699,valid,BSDS100,2,361010.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/361010.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/361010.png
3700,valid,BSDS100,4,361010.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/361010.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/361010.png
3701,valid,BSDS100,8,361010.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/361010.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/361010.png
3702,valid,BSDS100,2,130026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/130026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/130026.png
3703,valid,BSDS100,4,130026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/130026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/130026.png
3704,valid,BSDS100,8,130026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/130026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/130026.png
3705,valid,BSDS100,2,37073.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/37073.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/37073.png
3706,valid,BSDS100,4,37073.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/37073.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/37073.png
3707,valid,BSDS100,8,37073.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/37073.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/37073.png
3708,valid,BSDS100,2,163085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/163085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/163085.png
3709,valid,BSDS100,4,163085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/163085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/163085.png
3710,valid,BSDS100,8,163085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/163085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/163085.png
3711,valid,BSDS100,2,86068.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/86068.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/86068.png
3712,valid,BSDS100,4,86068.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/86068.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/86068.png
3713,valid,BSDS100,8,86068.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/86068.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/86068.png
3714,valid,BSDS100,2,241048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/241048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/241048.png
3715,valid,BSDS100,4,241048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/241048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/241048.png
3716,valid,BSDS100,8,241048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/241048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/241048.png
3717,valid,BSDS100,2,3096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/3096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/3096.png
3718,valid,BSDS100,4,3096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/3096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/3096.png
3719,valid,BSDS100,8,3096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/3096.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/3096.png
3720,valid,BSDS100,2,147091.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/147091.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/147091.png
3721,valid,BSDS100,4,147091.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/147091.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/147091.png
3722,valid,BSDS100,8,147091.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/147091.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/147091.png
3723,valid,BSDS100,2,220075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/220075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/220075.png
3724,valid,BSDS100,4,220075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/220075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/220075.png
3725,valid,BSDS100,8,220075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/220075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/220075.png
3726,valid,BSDS100,2,304074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/304074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/304074.png
3727,valid,BSDS100,4,304074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/304074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/304074.png
3728,valid,BSDS100,8,304074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/304074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/304074.png
3729,valid,BSDS100,2,42012.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/42012.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/42012.png
3730,valid,BSDS100,4,42012.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/42012.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/42012.png
3731,valid,BSDS100,8,42012.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/42012.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/42012.png
3732,valid,BSDS100,2,175032.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/175032.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/175032.png
3733,valid,BSDS100,4,175032.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/175032.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/175032.png
3734,valid,BSDS100,8,175032.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/175032.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/175032.png
3735,valid,BSDS100,2,33039.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/33039.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/33039.png
3736,valid,BSDS100,4,33039.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/33039.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/33039.png
3737,valid,BSDS100,8,33039.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/33039.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/33039.png
3738,valid,BSDS100,2,78004.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/78004.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/78004.png
3739,valid,BSDS100,4,78004.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/78004.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/78004.png
3740,valid,BSDS100,8,78004.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/78004.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/78004.png
3741,valid,BSDS100,2,123074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/123074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/123074.png
3742,valid,BSDS100,4,123074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/123074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/123074.png
3743,valid,BSDS100,8,123074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/123074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/123074.png
3744,valid,BSDS100,2,296059.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/296059.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/296059.png
3745,valid,BSDS100,4,296059.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/296059.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/296059.png
3746,valid,BSDS100,8,296059.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/296059.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/296059.png
3747,valid,BSDS100,2,58060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/58060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/58060.png
3748,valid,BSDS100,4,58060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/58060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/58060.png
3749,valid,BSDS100,8,58060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/58060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/58060.png
3750,valid,BSDS100,2,145086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/145086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/145086.png
3751,valid,BSDS100,4,145086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/145086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/145086.png
3752,valid,BSDS100,8,145086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/145086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/145086.png
3753,valid,BSDS100,2,41069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/41069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/41069.png
3754,valid,BSDS100,4,41069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/41069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/41069.png
3755,valid,BSDS100,8,41069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/41069.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/41069.png
3756,valid,BSDS100,2,69040.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/69040.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/69040.png
3757,valid,BSDS100,4,69040.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/69040.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/69040.png
3758,valid,BSDS100,8,69040.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/69040.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/69040.png
3759,valid,BSDS100,2,102061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/102061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/102061.png
3760,valid,BSDS100,4,102061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/102061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/102061.png
3761,valid,BSDS100,8,102061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/102061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/102061.png
3762,valid,BSDS100,2,236037.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/236037.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/236037.png
3763,valid,BSDS100,4,236037.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/236037.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/236037.png
3764,valid,BSDS100,8,236037.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/236037.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/236037.png
3765,valid,BSDS100,2,43074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/43074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/43074.png
3766,valid,BSDS100,4,43074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/43074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/43074.png
3767,valid,BSDS100,8,43074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/43074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/43074.png
3768,valid,BSDS100,2,97033.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/97033.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/97033.png
3769,valid,BSDS100,4,97033.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/97033.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/97033.png
3770,valid,BSDS100,8,97033.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/97033.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/97033.png
3771,valid,BSDS100,2,16077.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/16077.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/16077.png
3772,valid,BSDS100,4,16077.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/16077.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/16077.png
3773,valid,BSDS100,8,16077.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/16077.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/16077.png
3774,valid,BSDS100,2,351093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/351093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/351093.png
3775,valid,BSDS100,4,351093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/351093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/351093.png
3776,valid,BSDS100,8,351093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/351093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/351093.png
3777,valid,BSDS100,2,260058.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/260058.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/260058.png
3778,valid,BSDS100,4,260058.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/260058.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/260058.png
3779,valid,BSDS100,8,260058.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/260058.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/260058.png
3780,valid,BSDS100,2,271035.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/271035.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/271035.png
3781,valid,BSDS100,4,271035.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/271035.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/271035.png
3782,valid,BSDS100,8,271035.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/271035.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/271035.png
3783,valid,BSDS100,2,253055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/253055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/253055.png
3784,valid,BSDS100,4,253055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/253055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/253055.png
3785,valid,BSDS100,8,253055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/253055.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/253055.png
3786,valid,BSDS100,2,302008.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/302008.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/302008.png
3787,valid,BSDS100,4,302008.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/302008.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/302008.png
3788,valid,BSDS100,8,302008.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/302008.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/302008.png
3789,valid,BSDS100,2,148026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/148026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/148026.png
3790,valid,BSDS100,4,148026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/148026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/148026.png
3791,valid,BSDS100,8,148026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/148026.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/148026.png
3792,valid,BSDS100,2,109053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/109053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/109053.png
3793,valid,BSDS100,4,109053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X4/109053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X4/109053.png
3794,valid,BSDS100,8,109053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X8/109053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X8/109053.png
3795,valid,BSDS100,2,108005.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/HR_matlab/X2/108005.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/valid/BSDS100/LR_matlab/X2/108005.png
